AL	AP	DAL	StartOffset	EndOffset	LAAL	NumChunks	DiscontinuitySum	DiscontinuityAve	DiscontinuityNum	RTF
5864.048	0.084	5864.048	5864.048	200.0	5864.048	1	0	0	0	1.049
