BLEU	AL	AL_CA	AP	AP_CA	DAL	DAL_CA	StartOffset	StartOffset_CA	EndOffset	EndOffset_CA	LAAL	LAAL_CA	ATD	ATD_CA	NumChunks	NumChunks_CA	RTF	RTF_CA
0.0	1812.853	1861.09	0.307	0.316	1812.853	1861.09	1812.853	1861.09	-579.661	-531.424	1812.853	1861.09	1512.853	1561.09	1	1	0.824	0.846
