AL	AP	DAL	StartOffset	EndOffset	LAAL	NumChunks	DiscontinuitySum	DiscontinuityAve	DiscontinuityNum	RTF
997.734	1.059	997.734	997.734	240.0	997.734	1	0.0	0.0	0	1.255
1171.769	0.563	1027.552	1024.8	500.0	1171.769	2	490.612	490.612	1	1.289
1873.764	0.361	1873.764	1873.764	980.0	1873.764	1	0.0	0.0	0	1.566
1172.186	0.569	1036.009	1036.009	200.0	1172.186	2	387.392	387.392	1	1.117
1737.344	0.562	1737.344	1737.344	1000.0	1737.344	1	0.0	0.0	0	1.647
1644.39	0.566	1644.39	1644.39	1020.0	1644.39	1	0.0	0.0	0	1.702
1181.995	0.57	1038.745	1029.737	280.0	1181.995	2	479.002	479.002	1	1.163
1761.66	0.554	1761.66	1761.66	1140.0	1761.66	1	0.0	0.0	0	1.716
978.675	0.879	1022.0	1022.0	480.0	978.675	2	356.463	356.463	1	1.308
1560.627	0.542	1560.627	1560.627	760.0	1560.627	1	0.0	0.0	0	1.528
990.775	0.887	1038.387	1038.387	180.0	990.775	2	316.463	316.463	1	1.116
917.039	1.039	1026.843	1026.843	998.277	917.039	2	0.0	0.0	0	1.859
1090.185	0.607	1035.734	1035.734	200.0	1090.185	2	144.989	144.989	1	1.137
938.581	0.929	1025.657	1025.657	420.0	938.581	2	162.313	162.313	1	1.304
1011.661	0.941	1021.007	1021.007	960.0	1011.661	2	244.989	244.989	1	1.655
964.373	0.991	1033.217	1033.217	980.0	964.373	2	81.043	81.043	1	1.753
927.473	0.938	1022.775	1022.775	420.0	927.473	2	127.483	127.483	1	1.312
609.57	2.116	1023.543	1023.543	1007.937	882.586	2	0.0	0.0	0	1.923
1769.606	0.536	1769.606	1769.606	600.0	1769.606	1	0.0	0.0	0	1.364
1205.921	1.093	1205.921	1205.921	420.0	1205.921	1	0.0	0.0	0	1.381
629.289	2.073	1042.112	1042.112	966.667	922.622	2	0.0	0.0	0	1.824
600.162	1.807	1027.231	1027.231	500.0	971.863	2	166.803	166.803	1	1.336
1150.342	0.819	1150.342	1042.908	500.0	1150.342	2	680.862	680.862	1	1.247
1276.236	1.088	1276.236	1276.236	540.0	1276.236	1	0.0	0.0	0	1.46
1029.235	2.252	1029.235	1029.235	1132.426	1029.235	2	0.0	0.0	0	2.147
965.463	1.108	965.463	965.463	460.0	965.463	1	0.0	0.0	0	1.528
1283.91	1.139	1283.91	1283.91	960.0	1283.91	1	0.0	0.0	0	1.852
585.244	1.924	1026.221	1026.221	293.787	901.797	2	0.0	0.0	0	1.232
1764.479	1.085	1764.479	1764.479	900.0	1764.479	1	0.0	0.0	0	1.553
599.126	1.825	1033.813	1033.813	280.0	962.119	2	231.973	231.973	1	1.193
991.841	1.067	991.841	991.841	240.0	991.841	1	0.0	0.0	0	1.258
1674.914	0.542	1674.914	1674.914	820.0	1674.914	1	0.0	0.0	0	1.531
1756.818	0.36	1756.818	1756.818	720.0	1756.818	1	0.0	0.0	0	1.443
964.33	0.914	1024.886	1024.886	480.0	964.33	2	231.973	231.973	1	1.331
1121.069	0.606	1035.647	1035.647	620.0	1121.069	2	250.023	250.023	1	1.411
1609.89	0.361	1609.89	1609.89	780.0	1609.89	1	0.0	0.0	0	1.525
987.967	0.909	1039.503	1039.503	540.0	987.967	2	178.413	178.413	1	1.36
999.679	0.869	1021.827	1021.827	340.0	999.679	2	374.512	374.512	1	1.211
1039.335	2.248	1039.335	1039.335	575.646	1039.335	2	0.0	0.0	0	1.597
1174.724	1.111	1174.724	1174.724	580.0	1174.724	1	0.0	0.0	0	1.549
1038.292	1.276	1038.292	1038.292	1100.0	1038.292	1	0.0	0.0	0	2.352
1802.302	0.611	1802.302	1802.302	1140.0	1802.302	1	0.0	0.0	0	1.773
1116.177	1.117	1116.177	1116.177	380.0	1116.177	1	0.0	0.0	0	1.38
1459.37	0.432	1212.567	1101.657	700.0	1459.37	2	694.422	694.422	1	1.355
1568.947	1.098	1568.947	1568.947	780.0	1568.947	1	0.0	0.0	0	1.546
1144.884	0.804	1144.884	1042.249	260.0	1144.884	2	847.302	847.302	1	1.126
684.08	2.132	1026.761	1026.761	1291.837	986.121	2	0.0	0.0	0	2.069
1199.091	0.586	1058.865	1058.865	240.0	1199.091	2	444.172	444.172	1	1.143
1476.463	0.422	1219.502	1104.854	200.0	1476.463	2	715.692	715.692	1	1.097
1151.708	0.583	1031.997	1031.997	240.0	1151.708	2	386.122	386.122	1	1.148
1036.878	0.937	1036.878	1024.194	700.0	1036.878	2	290.023	290.023	1	1.464
2121.978	0.153	1471.405	1025.296	400.0	2121.978	2	2185.805	2185.805	1	1.12
2026.878	1.096	2026.878	2026.878	968.798	2026.878	2	0.0	0.0	0	1.497
1936.282	0.544	1936.282	1936.282	880.0	1936.282	1	0.0	0.0	0	1.495
649.883	2.046	1046.909	1046.909	877.007	960.631	2	0.0	0.0	0	1.706
1744.297	0.54	1744.297	1744.297	580.0	1744.297	1	0.0	0.0	0	1.359
1641.257	1.048	2036.849	2036.849	424.308	1641.257	2	0.0	0.0	0	1.206
1032.161	0.88	1034.171	1034.171	540.0	1032.161	2	377.732	377.732	1	1.33
1684.265	1.051	2053.165	2053.165	577.868	1684.265	2	0.0	0.0	0	1.275
1219.908	0.77	1219.908	1042.718	200.0	1219.908	2	1025.941	1025.941	1	1.085
1104.998	0.864	1104.998	1037.32	920.0	1104.998	2	580.272	580.272	1	1.511
2092.578	0.599	2038.082	2038.082	500.0	2092.578	2	616.78	616.78	1	1.175
1046.21	0.647	1037.553	1037.553	318.957	1046.21	2	0.0	0.0	0	1.245
2147.682	0.314	2021.959	2021.959	220.0	2147.682	2	296.871	296.871	1	1.088
1557.619	0.307	1207.469	1026.283	320.0	1557.619	2	1114.331	1114.331	1	1.137
1840.28	0.543	1840.28	1840.28	840.0	1840.28	1	0.0	0.0	0	1.495
1032.537	0.885	1049.509	1049.509	520.0	1032.537	2	306.122	306.122	1	1.32
1368.453	0.52	1182.633	1028.162	580.0	1368.453	2	1069.841	1069.841	1	1.26
1886.121	0.541	1886.121	1886.121	860.0	1886.121	1	0.0	0.0	0	1.494
1556.873	0.54	1556.873	1556.873	520.0	1556.873	1	0.0	0.0	0	1.361
2132.419	0.328	2041.085	2041.085	540.0	2132.419	2	9.161	9.161	1	1.228
1021.571	0.419	1021.571	1021.571	-19.773	1021.571	1	0.0	0.0	0	0.984
1427.046	0.336	1137.849	1035.716	920.0	1427.046	2	707.982	707.982	1	1.477
1729.626	0.568	1729.626	1729.626	1100.0	1729.626	1	0.0	0.0	0	1.723
1435.065	0.321	1128.453	1035.376	240.0	1435.065	2	764.082	764.082	1	1.117
1664.978	0.214	1225.328	1027.159	140.0	1664.978	2	1242.041	1242.041	1	1.057
1395.03	0.342	1118.023	1025.635	1300.0	1395.03	2	686.712	686.712	1	1.704
1347.138	0.332	1070.131	1031.086	460.0	1347.138	2	626.712	626.712	1	1.249
1620.413	0.191	1187.079	1028.7	260.0	1620.413	2	1071.111	1071.111	1	1.112
1625.777	0.216	1202.713	1031.213	240.0	1625.777	2	1129.161	1129.161	1	1.101
1668.629	0.217	1235.198	1035.578	240.0	1668.629	2	1207.211	1207.211	1	1.099
1596.803	0.223	1194.47	1034.749	400.0	1596.803	2	1033.061	1033.061	1	1.178
1516.754	0.261	1154.789	1030.658	260.0	1516.754	2	931.791	931.791	1	1.12
1660.865	0.263	1267.94	1038.779	1020.0	1660.865	2	1197.551	1197.551	1	1.433
2374.629	0.296	2017.629	2017.629	540.0	2374.629	2	729.66	729.66	1	1.183
1983.197	0.203	1429.521	1047.397	280.0	1983.197	2	1860.59	1860.59	1	1.09
2025.201	0.398	2031.03	2031.03	240.0	2025.201	2	64.671	64.671	1	1.106
1349.73	0.534	1172.617	1038.257	240.0	1349.73	2	905.351	905.351	1	1.113
1029.294	0.959	1044.325	1044.325	940.0	1029.294	2	231.973	231.973	1	1.647
2505.482	0.214	2505.482	2505.482	440.0	2505.482	1	0.0	0.0	0	1.188
2018.478	0.404	2032.454	2032.454	241.769	2018.478	2	0.0	0.0	0	1.109
1548.54	0.56	1548.54	1548.54	720.0	1548.54	1	0.0	0.0	0	1.521
2055.089	0.537	2055.089	2055.089	450.748	2055.089	2	0.0	0.0	0	1.224
1070.521	0.856	1070.521	1047.386	380.0	1070.521	2	505.442	505.442	1	1.215
1127.737	0.842	1127.737	1057.687	540.0	1127.737	2	584.762	584.762	1	1.283
1958.941	0.541	1958.941	1958.941	860.0	1958.941	1	0.0	0.0	0	1.475
1796.002	0.56	1796.002	1796.002	800.0	1796.002	1	0.0	0.0	0	1.499
2042.248	0.357	2042.248	2042.248	620.0	2042.248	1	0.0	0.0	0	1.326
986.872	0.919	1045.843	1045.843	220.0	986.872	2	155.193	155.193	1	1.149
1677.362	1.01	2033.103	2033.103	273.379	1677.362	2	0.0	0.0	0	1.124
1423.788	1.075	1423.788	1423.788	240.0	1423.788	1	0.0	0.0	0	1.181
1690.16	0.993	2034.298	2034.298	180.0	1690.16	2	16.281	16.281	1	1.079
2100.914	0.284	2100.914	2100.914	1260.0	2100.914	1	0.0	0.0	0	1.682
1226.334	0.584	1082.117	1038.121	740.0	1226.334	2	530.612	530.612	1	1.428
1028.142	0.836	1029.966	1029.966	140.0	1028.142	2	533.832	533.832	1	1.08
1018.892	0.877	1038.64	1038.64	420.0	1018.892	2	306.122	306.122	1	1.258
1315.434	0.528	1140.257	1037.085	220.0	1315.434	2	882.132	882.132	1	1.105
2072.501	0.463	2014.84	2014.84	140.0	2072.501	2	329.751	329.751	1	1.054
1590.168	0.307	1233.052	1036.612	640.0	1590.168	2	1160.771	1160.771	1	1.269
1647.344	1.025	2019.176	2019.176	554.649	1647.344	2	0.0	0.0	0	1.261
1670.136	1.007	2020.361	2020.361	493.379	1670.136	2	0.0	0.0	0	1.224
1244.754	0.368	1244.754	1244.754	780.0	1244.754	1	0.0	0.0	0	1.692
1029.863	0.892	1063.082	1063.082	240.0	1029.863	2	282.902	282.902	1	1.15
1031.003	0.858	1035.111	1035.111	340.0	1031.003	2	475.782	475.782	1	1.2
1680.382	0.293	1281.47	1032.422	360.0	1680.382	2	1439.41	1439.41	1	1.135
2033.857	0.554	2033.857	2033.857	1180.0	2033.857	1	0.0	0.0	0	1.643
624.96	2.098	1034.067	1034.067	981.497	909.586	2	0.0	0.0	0	1.862
584.556	1.931	1026.586	1026.586	160.0	898.559	2	36.009	36.009	1	1.127
1043.719	1.107	1043.719	1043.719	700.0	1043.719	1	0.0	0.0	0	1.743
1118.676	1.187	1118.676	1118.676	1100.0	1118.676	1	0.0	0.0	0	2.167
1029.617	2.276	1029.617	1029.617	1072.426	1029.617	2	0.0	0.0	0	2.086
1292.765	1.147	1292.765	1292.765	1140.0	1292.765	1	0.0	0.0	0	2.012
1328.104	1.121	1328.104	1328.104	920.0	1328.104	1	0.0	0.0	0	1.776
987.875	1.165	987.875	987.875	1140.0	987.875	1	0.0	0.0	0	2.344
1271.638	1.095	1271.638	1271.638	600.0	1271.638	1	0.0	0.0	0	1.516
1016.566	1.107	1016.566	1016.566	720.0	1016.566	1	0.0	0.0	0	1.784
1194.131	1.105	1194.131	1194.131	560.0	1194.131	1	0.0	0.0	0	1.518
628.141	2.091	1040.442	1040.442	968.481	916.021	2	0.0	0.0	0	1.841
588.752	2.004	1025.957	1025.957	366.667	882.086	2	0.0	0.0	0	1.312
604.258	2.03	1018.951	1018.951	480.0	897.591	2	13.333	13.333	1	1.409
618.423	2.014	1029.911	1029.911	900.227	923.366	2	0.0	0.0	0	1.738
581.124	1.863	1025.226	1025.226	180.0	917.994	2	127.483	127.483	1	1.134
601.995	1.894	1034.335	1034.335	320.0	938.866	2	107.483	107.483	1	1.237
625.91	2.017	1035.782	1035.782	868.617	933.756	2	0.0	0.0	0	1.705
588.738	1.874	1027.489	1027.489	200.0	925.609	2	27.483	27.483	1	1.148
591.92	2.084	1025.498	1025.498	627.937	864.936	2	0.0	0.0	0	1.575
588.016	1.761	1023.938	1023.938	260.0	974.229	2	304.853	304.853	1	1.168
591.791	1.754	1028.866	1028.866	280.0	984.161	2	329.478	329.478	1	1.178
608.309	1.873	1044.939	1044.939	220.0	956.79	2	173.923	173.923	1	1.158
598.497	1.799	1037.122	1037.122	160.0	973.101	2	258.413	258.413	1	1.107
587.725	1.802	1023.59	1023.59	260.0	953.972	2	224.989	224.989	1	1.177
591.15	1.814	1027.154	1027.154	260.0	954.143	2	211.973	211.973	1	1.179
587.099	1.754	1026.462	1026.462	160.0	976.215	2	336.463	336.463	1	1.103
590.66	1.892	1028.187	1028.187	300.0	921.726	2	104.263	104.263	1	1.227
593.129	1.837	1025.441	1025.441	460.0	947.415	2	197.143	197.143	1	1.325
641.421	2.138	1030.715	1030.715	1013.107	923.144	2	0.0	0.0	0	1.899
593.845	1.873	1028.456	1028.456	260.0	933.97	2	100.499	100.499	1	1.191
2517.965	0.145	1698.353	1031.79	120.0	2517.965	2	2975.147	2975.147	1	1.028
1079.17	0.849	1079.17	1024.91	920.0	1079.17	2	580.272	580.272	1	1.511
1404.494	0.393	1138.825	1027.248	340.0	1404.494	2	905.351	905.351	1	1.16
1918.337	0.418	2013.994	2013.994	427.528	1918.337	2	0.0	0.0	0	1.21
1430.163	0.317	1120.067	1025.708	300.0	1430.163	2	847.302	847.302	1	1.145
1546.092	0.198	1149.765	1025.448	260.0	1546.092	2	873.741	873.741	1	1.123
1809.627	0.205	1309.854	1026.679	260.0	1809.627	2	1578.73	1578.73	1	1.093
2106.29	0.153	1460.505	1030.593	240.0	2106.29	2	2081.179	2081.179	1	1.072
2568.71	0.211	2019.666	2019.666	340.0	2568.71	2	1086.349	1086.349	1	1.103
1736.905	0.245	1291.735	1027.399	640.0	1736.905	2	1451.02	1451.02	1	1.24
1802.854	0.18	1288.976	1025.695	280.0	1802.854	2	1500.68	1500.68	1	1.102
1753.506	0.209	1278.611	1031.926	300.0	1753.506	2	1439.41	1439.41	1	1.113
2912.153	0.131	2912.153	2912.153	380.0	2912.153	1	0.0	0.0	0	1.137
1902.743	0.207	1382.238	1052.562	280.0	1902.743	2	1694.83	1694.83	1	1.096
1544.264	0.26	1174.559	1035.832	260.0	1544.264	2	898.231	898.231	1	1.117
2188.277	0.308	2008.975	2008.975	560.0	2188.277	2	421.361	421.361	1	1.215
2427.468	0.176	2008.42	2008.42	280.0	2427.468	2	727.846	727.846	1	1.096
1749.91	0.243	1298.935	1025.083	680.0	1749.91	2	1485.85	1485.85	1	1.251
1673.208	0.538	1673.208	1673.208	720.0	1673.208	1	0.0	0.0	0	1.463
2392.601	0.223	2017.815	2017.815	720.0	2392.601	2	640.0	640.0	1	1.25
2042.252	0.178	1452.184	1022.8	860.0	2042.252	2	1927.029	1927.029	1	1.273
2505.265	0.215	2014.584	2014.584	640.0	2505.265	2	916.825	916.825	1	1.204
1999.622	0.178	1422.615	1027.651	780.0	1999.622	2	1777.37	1777.37	1	1.253
2651.456	0.168	2007.938	2007.938	720.0	2651.456	2	1216.009	1216.009	1	1.215
2684.306	0.169	2021.053	2021.053	700.0	2684.306	2	1199.229	1199.229	1	1.207
1419.694	0.301	1131.259	1128.098	340.0	1419.694	2	510.612	510.612	1	1.196
1025.564	0.095	1025.564	1025.564	-580.272	1025.564	1	0.0	0.0	0	0.678
1886.6	0.179	1886.6	1886.6	200.0	1886.6	1	0.0	0.0	0	1.114
1619.399	0.307	1255.317	1032.077	220.0	1619.399	2	1167.211	1167.211	1	1.091
1314.255	0.574	1156.493	1061.718	760.0	1314.255	2	593.152	593.152	1	1.401
2033.894	0.296	2033.894	2033.894	-47.891	2033.894	1	0.0	0.0	0	0.979
2300.484	0.124	1559.408	1036.774	240.0	2300.484	2	2403.039	2403.039	1	1.066
3056.993	0.11	2221.691	2037.096	980.0	3056.993	2	1675.238	1675.238	1	1.254
639.867	1.992	1061.403	1061.403	520.0	962.225	2	29.433	29.433	1	1.403
1306.671	0.283	1024.711	1024.711	260.0	1306.671	2	467.392	467.392	1	1.152
1725.694	0.273	1334.703	1148.094	240.0	1725.694	2	1085.941	1085.941	1	1.102
2285.188	0.312	2041.248	2041.248	480.0	2285.188	2	482.63	482.63	1	1.179
1252.332	0.296	1033.582	1033.582	300.0	1252.332	2	316.463	316.463	1	1.193
1295.353	1.104	1295.353	1295.353	240.0	1295.353	1	0.0	0.0	0	1.205
1571.461	0.315	1228.277	1067.045	260.0	1571.461	2	1047.891	1047.891	1	1.114
1289.143	0.353	1044.71	1044.71	440.0	1289.143	2	309.342	309.342	1	1.267
1333.023	0.344	1069.948	1034.745	520.0	1333.023	2	513.832	513.832	1	1.296
1178.359	1.102	1178.359	1178.359	240.0	1178.359	1	0.0	0.0	0	1.225
642.629	2.054	1055.248	1055.248	620.227	947.573	2	0.0	0.0	0	1.508
1639.753	0.257	1242.958	1043.809	500.0	1639.753	2	1160.771	1160.771	1	1.21
2799.437	0.131	1872.816	1037.66	880.0	2799.437	2	3413.107	3413.107	1	1.19
2249.382	0.265	2032.007	2032.007	260.0	2249.382	2	444.58	444.58	1	1.099
2150.907	0.375	2024.482	2024.482	460.0	2150.907	2	386.531	386.531	1	1.179
2623.65	0.197	2043.04	2043.04	940.0	2623.65	2	858.639	858.639	1	1.298
2343.009	0.134	1588.215	1039.505	220.0	2343.009	2	2553.968	2553.968	1	1.058
1073.95	0.828	1073.95	1030.189	460.0	1073.95	2	638.322	638.322	1	1.248
1270.504	0.415	1045.47	1032.522	160.0	1270.504	2	560.272	560.272	1	1.089
2577.152	0.183	2577.152	2577.152	1000.0	2577.152	1	0.0	0.0	0	1.426
1244.718	0.581	1097.598	1032.418	900.0	1244.718	2	645.442	645.442	1	1.51
2005.295	0.159	1413.69	1024.916	440.0	2005.295	2	1882.54	1882.54	1	1.145
2251.81	0.44	2022.259	2022.259	140.0	2251.81	2	724.49	724.49	1	1.047
1419.944	0.324	1120.298	1030.263	320.0	1419.944	2	757.642	757.642	1	1.16
1916.235	0.203	1381.217	1030.187	200.0	1916.235	2	1756.1	1756.1	1	1.067
1478.082	0.315	1155.796	1037.266	140.0	1478.082	2	928.571	928.571	1	1.065
1429.412	0.271	1102.276	1030.827	300.0	1429.412	2	742.812	742.812	1	1.153
1579.037	0.258	1197.722	1042.391	200.0	1579.037	2	1047.891	1047.891	1	1.087
1420.123	0.414	1167.515	1036.534	620.0	1420.123	2	720.862	720.862	1	1.307
1551.363	0.31	1206.227	1032.97	540.0	1551.363	2	1080.907	1080.907	1	1.235
1632.337	0.25	1223.932	1030.112	140.0	1632.337	2	1230.431	1230.431	1	1.057
1486.127	0.266	1139.642	1035.781	260.0	1486.127	2	838.912	838.912	1	1.125
2006.199	0.413	2029.63	2029.63	911.429	2006.199	2	0.0	0.0	0	1.424
1936.458	0.419	2022.733	2022.733	615.918	1936.458	2	0.0	0.0	0	1.301
1653.35	0.263	1262.36	1040.49	760.0	1653.35	2	1045.941	1045.941	1	1.324
1949.523	0.511	2030.064	2030.064	588.209	1949.523	2	0.0	0.0	0	1.271
1961.292	0.266	1961.292	1961.292	540.0	1961.292	1	0.0	0.0	0	1.292
1393.553	0.276	1081.898	1037.108	460.0	1393.553	2	649.932	649.932	1	1.246
1430.117	0.32	1123.505	1032.251	260.0	1430.117	2	824.082	824.082	1	1.127
1578.658	0.317	1237.216	1027.864	1000.0	1578.658	2	1056.281	1056.281	1	1.439
1708.246	0.246	1272.517	1035.187	260.0	1708.246	2	1394.376	1394.376	1	1.099
693.446	2.182	1028.978	1028.978	1366.667	986.779	2	0.0	0.0	0	2.165
635.962	2.073	1036.166	1036.166	775.057	932.198	2	0.0	0.0	0	1.654
2923.865	0.176	2151.387	2028.372	140.0	2923.865	2	1772.744	1772.744	1	1.035
2302.937	0.23	2029.106	2029.106	320.0	2302.937	2	482.63	482.63	1	1.119
1987.198	0.657	2047.963	2047.963	700.0	1987.198	2	187.211	187.211	1	1.288
2043.783	0.538	2043.783	2043.783	632.562	2043.783	2	0.0	0.0	0	1.318
1412.765	0.4	1151.274	1029.638	380.0	1412.765	2	851.927	851.927	1	1.182
1557.411	0.363	1557.411	1557.411	720.0	1557.411	1	0.0	0.0	0	1.504
1316.065	0.43	1092.482	1034.677	940.0	1316.065	2	568.662	568.662	1	1.526
1854.338	0.222	1854.338	1854.338	940.0	1854.338	1	0.0	0.0	0	1.562
1210.644	0.565	1062.439	1044.009	280.0	1210.644	2	478.458	478.458	1	1.157
2134.174	0.476	2026.879	2026.879	1060.0	2134.174	2	418.141	418.141	1	1.411
2557.272	0.111	1707.849	1033.497	720.0	2557.272	2	2797.234	2797.234	1	1.177
601.936	1.934	1036.584	1036.584	250.567	924.294	2	0.0	0.0	0	1.194
1699.381	1.024	2058.587	2058.587	303.583	1699.381	2	0.0	0.0	0	1.138
1425.351	0.396	1158.23	1036.363	260.0	1425.351	2	896.961	896.961	1	1.122
2226.648	0.17	1549.505	1041.805	240.0	2226.648	2	2371.429	2371.429	1	1.066
2403.37	0.167	1660.921	1034.467	200.0	2403.37	2	2719.728	2719.728	1	1.051
1725.73	0.246	1286.365	1033.399	300.0	1725.73	2	1396.19	1396.19	1	1.114
1045.374	2.211	1045.374	1045.374	569.206	1045.374	2	0.0	0.0	0	1.563
1866.206	0.241	1380.401	1032.704	220.0	1866.206	2	1694.83	1694.83	1	1.075
1587.51	0.253	1196.519	1029.033	280.0	1587.51	2	1125.941	1125.941	1	1.119
1650.761	0.25	1238.486	1031.45	400.0	1650.761	2	1293.651	1293.651	1	1.162
609.426	1.853	1028.959	1028.959	520.0	966.615	2	248.753	248.753	1	1.364
1065.566	0.905	1065.566	1035.398	960.0	1065.566	2	406.122	406.122	1	1.59
1035.417	0.91	1045.833	1045.833	820.0	1035.417	2	269.478	269.478	1	1.522
2098.816	0.277	1567.551	1039.34	560.0	2098.816	2	2281.769	2281.769	1	1.158
2092.583	0.385	2033.999	2033.999	240.0	2092.583	2	227.211	227.211	1	1.099
1636.733	0.297	1255.236	1030.901	320.0	1636.733	2	1303.311	1303.311	1	1.126
2007.831	0.617	2033.921	2033.921	240.0	2007.831	2	447.8	447.8	1	1.091
1614.656	0.479	1370.669	1030.889	260.0	1614.656	2	1687.846	1687.846	1	1.089
2027.321	1.071	2027.321	2027.321	1070.748	2027.321	2	0.0	0.0	0	1.533
1874.331	0.538	1874.331	1874.331	580.0	1874.331	1	0.0	0.0	0	1.333
2251.763	0.32	2051.63	2051.63	860.0	2251.763	2	386.531	386.531	1	1.335
1874.51	0.179	1336.687	1031.208	200.0	1874.51	2	1608.39	1608.39	1	1.07
1829.413	0.205	1323.42	1029.189	300.0	1829.413	2	1593.56	1593.56	1	1.106
2244.227	0.263	2018.206	2018.206	320.0	2244.227	2	467.8	467.8	1	1.121
1371.908	0.517	1184.153	1038.273	240.0	1371.908	2	1013.061	1013.061	1	1.107
2759.58	0.117	1814.274	1033.655	120.0	2759.58	2	3381.497	3381.497	1	1.026
3146.375	0.105	2031.182	1027.907	140.0	3146.375	2	4112.925	4112.925	1	1.026
1822.663	0.207	1324.963	1038.753	360.0	1822.663	2	1567.12	1567.12	1	1.129
2276.445	0.372	2042.057	2042.057	740.0	2276.445	2	320.68	320.68	1	1.27
1901.984	0.523	2030.39	2030.39	552.698	1901.984	2	0.0	0.0	0	1.267
1024.598	0.871	1034.241	1034.241	540.0	1024.598	2	449.342	449.342	1	1.327
2811.372	0.181	2091.09	2021.641	860.0	2811.372	2	1584.308	1584.308	1	1.232
2314.284	0.123	1563.709	1039.011	260.0	2314.284	2	2429.478	2429.478	1	1.071
2352.762	0.302	2066.432	2066.432	340.0	2352.762	2	656.78	656.78	1	1.119
635.964	2.19	1036.561	1036.561	1051.156	903.175	2	0.0	0.0	0	1.983
1044.687	1.124	1044.687	1044.687	760.0	1044.687	1	0.0	0.0	0	1.818
1073.385	0.858	1073.385	1035.347	780.0	1073.385	2	465.442	465.442	1	1.442
2013.743	0.556	2013.743	2013.743	1120.0	2013.743	1	0.0	0.0	0	1.618
1501.92	0.273	1161.24	1037.714	860.0	1501.92	2	804.082	804.082	1	1.421
2277.491	0.366	2029.491	2029.491	640.0	2277.491	2	578.73	578.73	1	1.229
854.31	1.131	854.31	854.31	500.0	854.31	1	0.0	0.0	0	1.662
989.945	1.217	989.945	989.945	1140.0	989.945	1	0.0	0.0	0	2.401
2758.556	0.11	1824.769	1043.867	120.0	2758.556	2	3262.177	3262.177	1	1.027
1529.17	1.155	1529.17	1529.17	980.0	1529.17	1	0.0	0.0	0	1.74
2134.917	0.145	1503.189	1041.668	920.0	2134.917	2	1918.639	1918.639	1	1.291
2225.73	0.139	1535.671	1047.512	280.0	2225.73	2	2210.295	2210.295	1	1.081
2102.116	0.276	2102.116	2102.116	560.0	2102.116	1	0.0	0.0	0	1.294
1959.725	0.274	1959.725	1959.725	800.0	1959.725	1	0.0	0.0	0	1.447
1570.248	0.322	1235.772	1041.287	960.0	1570.248	2	1009.841	1009.841	1	1.431
1960.326	0.242	1451.301	1044.654	760.0	1960.326	2	1754.15	1754.15	1	1.249
1574.159	0.31	1224.01	1035.886	500.0	1574.159	2	1114.331	1114.331	1	1.214
1375.445	0.342	1101.921	1034.416	820.0	1375.445	2	603.492	603.492	1	1.45
1296.56	1.105	1296.56	1296.56	620.0	1296.56	1	0.0	0.0	0	1.528
1768.493	1.12	1768.493	1768.493	1140.0	1768.493	1	0.0	0.0	0	1.722
1447.813	1.153	1447.813	1447.813	1160.0	1447.813	1	0.0	0.0	0	1.924
1826.53	0.208	1328.83	1034.919	360.0	1826.53	2	1547.12	1547.12	1	1.129
1837.345	0.208	1337.572	1042.571	360.0	1837.345	2	1558.73	1558.73	1	1.129
669.494	1.969	1039.778	1039.778	800.0	1015.072	2	82.313	82.313	1	1.579
1071.407	0.928	1071.407	1067.031	720.0	1071.407	2	299.683	299.683	1	1.456
3033.603	0.18	3033.603	3033.603	760.0	3033.603	1	0.0	0.0	0	1.27
2438.842	0.191	1710.764	1051.402	220.0	2438.842	2	2817.234	2817.234	1	1.054
1415.277	0.421	1168.474	1046.422	800.0	1415.277	2	774.422	774.422	1	1.405
1660.95	0.221	1237.885	1051.523	280.0	1660.95	2	1129.161	1129.161	1	1.118
1591.462	0.202	1190.782	1048.064	340.0	1591.462	2	916.961	916.961	1	1.159
1251.499	0.35	1035.118	1035.118	300.0	1251.499	2	374.512	374.512	1	1.186
1568.509	0.313	1223.373	1031.935	320.0	1568.509	2	1080.907	1080.907	1	1.139
2461.588	0.151	1693.898	1045.151	140.0	2461.588	2	2708.118	2708.118	1	1.035
2090.559	0.552	2090.559	2090.559	980.0	2090.559	1	0.0	0.0	0	1.518
1819.525	0.187	1320.886	1054.034	300.0	1819.525	2	1419.41	1419.41	1	1.113
1883.429	0.161	1334.443	1033.516	280.0	1883.429	2	1603.356	1603.356	1	1.099
1009.511	0.893	1038.282	1038.282	280.0	1009.511	2	329.478	329.478	1	1.178
3855.106	0.098	2665.119	2043.951	560.0	3855.106	2	3292.245	3292.245	1	1.102
1816.668	0.555	1816.668	1816.668	840.0	1816.668	1	0.0	0.0	0	1.513
2113.829	0.333	2039.4	2039.4	520.0	2113.829	2	111.111	111.111	1	1.225
2124.526	0.384	2041.998	2041.998	200.0	2124.526	2	273.651	273.651	1	1.081
1991.069	0.539	1991.069	1991.069	640.0	1991.069	1	0.0	0.0	0	1.347
2518.232	0.254	2036.99	2036.99	620.0	2518.232	2	797.37	797.37	1	1.201
2155.203	0.282	2043.664	2043.664	220.0	2155.203	2	97.551	97.551	1	1.093
2031.419	0.538	2031.419	2031.419	645.578	2031.419	2	0.0	0.0	0	1.327
2035.401	0.427	2040.713	2040.713	937.868	2035.401	2	0.0	0.0	0	1.446
1416.426	0.332	1125.487	1045.659	300.0	1416.426	2	679.592	679.592	1	1.155
