ASR_BLEU	AL	AL_CA	AP	AP_CA	DAL	DAL_CA	StartOffset	StartOffset_CA	EndOffset	EndOffset_CA	LAAL	LAAL_CA	ATD	ATD_CA	NumChunks	NumChunks_CA	DiscontinuitySum	DiscontinuitySum_CA	DiscontinuityAve	DiscontinuityAve_CA	DiscontinuityNum	DiscontinuityNum_CA	RTF	RTF_CA
0.0	1414.028	1584.785	0.637	0.709	1310.928	1442.922	1243.043	1342.308	546.132	546.132	1453.311	1619.708	1549.779	1660.995	1.776	1.776	650.691	650.691	650.691	650.691	0.637	0.637	1.319	1.319
